"record_id","year_of_birth","profession","q1_2022","q2_2022","q3_2022","q4_2022","q4_coded_2022","q4_improvements_2022","q1_2023","q2_2023","q3_2023","q4_2023","q4_coded_2023","q4_improvements_2023","q1_2024","q2_2024","q3_2024","q4_2024","q4_coded_2024","q4_improvements_2024","female","male","nonbinary","a_gender_not_listed","White","Black_or_African_American","Asian","American_Indian_or_Alaska_Native","Native_Hawaiian_or_Other_Pacific_Islander","Hispanic_or_Latino","zip_code","major_city","county","state"
"379","1997","Teacher","2","58.4","2","The program was OK, but I think it could be improved by including more interactive elements.","Improvement","Interactivity","2","25.6","-1","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","1","58.7","2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","0","0","1","1","0","0","1","0","0","'73019","Norman","Cleveland County","OK"
"380","1986","Artist","2","65.8","0","I appreciate the program, but it needs more hands-on activities to really keep participants engaged.","Neutral","Interactivity","0","73.6","0","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"0","86.9","-2","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","1","1","1","0","0","0","0","1","0","0","'56444","Deerwood","Crow Wing County","MN"
"381","1995","Engineer","2","80","2","I think the program is good, but it could be more hands-on and focused on real-world problems.","Neutral","Interactivity","3","4","-2","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"3","16.8","-1","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","0","0","0","0","1","0","0","0","'26150","Mineral Wells","Wood County","WV"
"382","1978","Teacher","0","33.8","2","The program was OK, but I would have liked more practical demonstrations of the concepts.","Neutral",NA,"1","54.9","-1","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","1","37.4","1","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","0","1","0","1","0","0","1","0","0","0","'16410","Cranesville","Erie County","PA"
"383","1982","Engineer","0","11.1","2","I think the program was OK, but there were too many long lectures. More interactive activities would help.","Engagement","Interactivity","1","72.9","0","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","2","34.2","-2","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"1","0","0","0","0","1","1","0","0","0","'66215","Lenexa","Johnson County","KS"
"384","1978","Scientist","0","5.7","-1","I appreciate the program, but it needs more hands-on activities to really keep participants engaged.","Neutral","Interactivity","1","75.9","0","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","3","69.7","0","The program was extremely effective. The content was delivered perfectly, and I feel much more confident in the material.","Neutral","Content Depth","0","1","0","0","0","0","1","0","0","0","'89523","Reno","Washoe County","NV"
"385","1987","Scientist","0","10.1","-1","It was fine overall, but I feel it lacked more interactive elements to make it more engaging.","Engagement","Interactivity","3","40.2","0","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"2","49.6","-1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"0","1","0","0","0","0","0","0","1","1","'39740","Caledonia","Lowndes County","MS"
"386","1980","Scientist","2","1.1","-2","It was a decent program, but it could have been a lot better with more activities and fewer lectures.","Improvement",NA,"1","70.7","-2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"2","27.7","-2","It was a wonderful experience. Everything from the material to the pace was on point, and I feel fully prepared.","Neutral",NA,"1","0","0","0","1","0","0","0","0","0","'77094","Houston","Harris County","TX"
"387","1980","Engineer","1","42.8","2","I didn’t find the program that helpful. More interactive activities and discussions would have been useful.","Positive","Interactivity","0","87.3","2","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","2","40.7","2","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"1","1","0","0","0","1","0","1","1","0","'30732","Oakman","Gordon County","GA"
"388","1996","Manager","2","68.1","-1","It was decent, but I think it would benefit from some improvements in the presentation and materials.","Improvement",NA,"1","35","2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"1","87.5","-2","The program was extremely effective. The content was delivered perfectly, and I feel much more confident in the material.","Neutral","Content Depth","0","1","1","0","0","1","1","0","0","0","'34449","Inglis","Levy County","FL"
"389","1986","Teacher","3","41.4","1","I think the program could be better if there was more opportunity for collaboration with others.","Improvement",NA,"0","57.9","2","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","2","19","2","I can't think of anything that could have been improved. The program was comprehensive and engaging.","Improvement",NA,"1","1","1","0","0","1","0","0","1","0","'76426","Bridgeport","Wise County","TX"
"390","1984","Manager","1","72.3","1","The content was useful, but I think the program would benefit from more examples and case studies.","Positive","Content Depth","3","7.4","-2","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","3","18.8","-2","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"1","1","0","0","0","0","0","0","0","1","'89193","Las Vegas","Clark County","NV"
"391","1988","Engineer","0","1.7","2","The program was decent, but I would have liked more feedback on my progress.","Neutral","Feedback","2","87.4","2","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","2","69.3","1","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"0","0","1","1","1","0","0","1","0","0","'18244","Parryville","Carbon County","PA"
"392","1977","Teacher","3","35.9","-2","I didn’t find the program that helpful, but it wasn’t a waste of time either.","Positive","Pacing","1","26.9","0","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","2","87.1","2","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"1","0","0","0","0","1","0","1","0","0","'36038","Gantt","Covington County","AL"
"393","1998","Manager","0","0.8","2","I think the program could be improved by making it more interactive and engaging with real-world examples.","Improvement","Interactivity","3","14.6","2","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"3","18.7","0","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"0","0","1","0","1","0","1","0","1","0","'44035","Elyria","Lorain County","OH"
"394","1998","Teacher","2","79.9","-2","The program was fine, but I expected more personalized support. I think that would make it more effective.","Neutral","Feedback","2","65.1","0","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","1","64.9","2","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","1","0","0","1","0","0","0","0","0","'24544","Danville","Danville City","VA"
"395","1982","Engineer","0","98.1","1","It was fine overall, but I feel it lacked more interactive elements to make it more engaging.","Engagement","Interactivity","1","47.2","-1","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","3","54.4","-1","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","0","1","1","0","0","0","1","0","0","'03241","Hebron","Grafton County","NH"
"396","1989","Artist","0","57","-1","I liked the program, but I think it could use more focus on problem-solving and hands-on exercises.","Neutral","Interactivity","0","59.7","1","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","3","54.5","2","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"0","1","0","0","1","0","1","1","0","0","'04463","Milo","Piscataquis County","ME"
"397","1985","Manager","1","88.3","-1","It was OK, but I think the program could have been better with more engagement and fewer lectures.","Improvement","Interactivity","1","1.7","-2","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","3","50.2","-2","I can't think of anything that could have been improved. The program was comprehensive and engaging.","Improvement",NA,"0","0","1","0","1","0","0","1","0","0","'94949","Novato","Marin County","CA"
"398","1985","Scientist","0","26.1","-1","The program was fine, but I felt like it lacked real-world application. More case studies would be great.","Neutral","Real-World Examples","0","71.7","1","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"3","19.1","0","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"1","0","0","0","0","0","0","1","1","0","'84339","Wellsville","Cache County","UT"
"399","1994","Manager","1","28.7","2","I think the program could have been a lot better with more hands-on exercises and fewer lectures.","Improvement","Interactivity","1","22","2","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","3","53.9","-1","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","0","1","0","0","0","1","1","0","0","'31052","Lizella","Bibb County","GA"
"400","1990","Scientist","1","91","0","I think the program is good, but it could be more hands-on and focused on real-world problems.","Neutral","Interactivity","1","10.2","0","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","0","4.6","2","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","0","0","1","1","0","0","1","1","0","0","'75121","Copeville","Collin County","TX"
"401","1994","Artist","2","95.3","0","It was OK, but I feel like the pace was too fast. More time for each topic would be beneficial.","Positive","Pacing","3","84.8","-1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","3","31.5","2","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"0","1","0","1","1","0","1","0","0","1","'49871","Palmer","Marquette County","MI"
"402","1977","Scientist","1","32.8","1","I feel like the program was somewhat helpful, but it lacked some practical aspects that would have made it more useful.","Positive",NA,"3","79.4","-2","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","2","56.8","1","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"1","0","0","0","0","1","0","0","1","0","'05662","Moscow","Lamoille County","VT"
"403","1992","Scientist","1","55.7","-1","It was OK, but I think the program could have been better with more engagement and fewer lectures.","Improvement","Interactivity","1","17.8","-2","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","3","89.3","2","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"1","0","0","0","1","0","1","0","1","0","'48554","Flint","Genesee County","MI"
"404","1978","Artist","2","47.9","2","The program was OK, but I think it could have used more visual aids to help with understanding.","Neutral",NA,"1","16.2","-2","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","0","47.8","0","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","0","1","1","0","0","0","0","0","1","'14556","Sonyea","Livingston County","NY"
"405","1981","Teacher","1","66","0","The program was OK, but I think it could be a lot better with more hands-on learning opportunities.","Improvement","Interactivity","2","56.5","0","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","0","34.9","1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"1","0","0","0","0","0","0","0","1","0","'77209","Houston","Harris County","TX"
"406","1997","Manager","2","27.3","0","The program was fine, but I didn’t feel it was that engaging. More activities would be helpful.","Positive",NA,"2","2.5","-2","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","3","83.7","1","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","0","1","0","1","1","0","0","0","1","1","'92011","Carlsbad","San Diego County","CA"
"407","1981","Artist","0","73","-1","The program was OK, but I think it could be improved by including more interactive elements.","Improvement","Interactivity","1","4.9","0","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","2","4.1","-1","I had an excellent experience. The program was engaging, informative, and provided everything I needed to succeed.","Engagement",NA,"0","0","0","1","0","0","1","1","0","0","'32135","Palm Coast","Flagler County","FL"
"408","1993","Artist","0","47.5","-1","It was good, but I think it could benefit from more group collaboration and problem-solving exercises.","Neutral",NA,"2","50.8","1","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","1","53.7","1","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"1","0","0","0","1","0","0","0","1","0","'44140","Bay Village","Cuyahoga County","OH"
"409","1990","Teacher","3","91.7","1","I liked the program, but some areas need more in-depth coverage, especially on the more advanced topics.","Neutral","Content Depth","1","45.2","-2","It was a great experience overall. The content was engaging, but a bit more depth on certain topics could be helpful.","Positive","Content Depth","3","78.7","-2","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"0","0","0","1","0","0","1","1","0","0","'06484","Shelton","Fairfield County","CT"
"410","1984","Artist","0","26.1","-2","I didn't find the program all that helpful, but it wasn’t bad either. Some more detailed examples could have helped.","Positive","Content Depth","3","30.7","-2","It was a good experience, but a few more examples of how the material applies in real-life situations would be helpful.","Positive","Content Depth","1","3.3","0","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"1","1","0","0","1","0","0","0","0","0","'71368","Sicily Island","Catahoula Parish","LA"
"411","1977","Teacher","2","39.8","-1","It’s OK, but I feel like I needed more time to fully absorb the content.","Neutral","Content Depth","2","81.7","2","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","58.8","-1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"0","0","1","0","0","0","1","1","0","0","'83250","Mccammon","Bannock County","ID"
"412","1983","Engineer","2","13.7","2","It was OK, but I think it could be better with clearer examples and more detailed instructions.","Improvement","Content Depth","3","79.6","1","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","2","6.2","1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","1","0","0","0","0","0","0","0","1","'97636","Paisley","Lake County","OR"
"413","1984","Teacher","0","17.7","-2","The program was fine, but I felt like it lacked real-world application. More case studies would be great.","Neutral","Real-World Examples","0","25.3","-2","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"3","49.4","2","I can't think of anything that could have been improved. The program was comprehensive and engaging.","Improvement",NA,"0","0","0","1","1","1","0","0","0","1","'62031","Fieldon","Jersey County","IL"
"414","1982","Artist","2","16.8","0","The content was useful, but I think the program would benefit from more examples and case studies.","Positive","Content Depth","2","1.5","0","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"0","32.1","1","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"0","0","1","1","0","1","0","0","0","0","'98013","Burton","King County","WA"
"415","1983","Teacher","3","48.8","0","It was an OK program. Some of the topics could use more detailed explanations, though.","Neutral",NA,"3","36","-1","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"2","30.9","1","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","0","1","0","0","0","0","1","0","'10461","Bronx","Bronx County","NY"
"416","1984","Scientist","3","60.2","0","It’s an OK program. More opportunities for feedback would have been helpful.","Positive","Feedback","1","26.4","2","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","2","57.1","-2","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"1","0","0","0","0","0","1","0","0","0","'43756","Mcconnelsville","Morgan County","OH"
"417","1976","Manager","3","67.5","1","It was a decent program, but it could have been a lot better with more activities and fewer lectures.","Improvement",NA,"0","39.2","1","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","3","59.8","1","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"1","0","1","0","0","1","1","0","0","0","'38184","Memphis","Shelby County","TN"
"418","1979","Manager","1","94.7","-1","I didn’t find the program that helpful. More interactive activities and discussions would have been useful.","Positive","Interactivity","3","28","2","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"0","56.2","-2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","0","1","1","0","0","0","1","0","1","'43749","Kimbolton","Guernsey County","OH"
"419","1982","Teacher","0","83.1","0","I liked the overall structure, but I felt it could have gone deeper into certain topics.","Neutral",NA,"0","59.6","-2","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","2","96.3","-1","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"0","0","0","1","0","0","1","0","0","1","'18201","Hazleton","Luzerne County","PA"
"420","1987","Manager","0","80.5","-2","I found it helpful, but I think it could benefit from more real-world examples and less theory.","Positive","Content Depth","3","64.3","1","The program was solid, though I would have liked more feedback during the process to gauge my progress.","Neutral","Feedback","1","16.7","-2","It was a wonderful experience. Everything from the material to the pace was on point, and I feel fully prepared.","Neutral",NA,"1","0","0","0","0","0","1","1","1","0","'12123","Nassau","Rensselaer County","NY"
"421","1976","Artist","2","58.1","2","I feel like the program was somewhat helpful, but it lacked some practical aspects that would have made it more useful.","Positive",NA,"1","83","-2","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","0","2.8","-1","I can't think of anything that could have been improved. The program was comprehensive and engaging.","Improvement",NA,"0","1","0","0","0","1","0","1","1","0","'33954","Port Charlotte","Charlotte County","FL"
"422","1978","Engineer","2","24.6","-2","It’s an average program. I think it could be improved by breaking things into smaller, more digestible parts.","Improvement",NA,"0","77.3","0","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"2","79.8","0","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"0","0","0","1","1","0","0","0","1","0","'53094","Watertown","Jefferson County","WI"
"423","1976","Artist","1","76.2","0","It was OK, but I think the program could have been better with more engagement and fewer lectures.","Improvement","Interactivity","3","7.9","-2","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","1","42.7","2","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"0","0","0","1","1","1","0","0","0","0","'10510","Briarcliff Manor","Westchester County","NY"
"424","1991","Artist","1","67.8","-2","The content was helpful, but I think it could have been better organized with a clearer structure.","Positive","Content Depth","3","95","2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"3","29.7","-1","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"1","0","1","0","0","1","1","0","0","0","'30303","Atlanta","Fulton County","GA"
"425","1979","Artist","1","71","0","I wasn’t sure how much I gained from it, but the program was structured OK. Some improvements are needed.","Improvement",NA,"1","77","-1","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"1","12.8","2","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"0","1","1","0","1","1","0","0","0","0","'45873","Oakwood","Paulding County","OH"
"426","1976","Artist","2","52.8","2","It was an average program. It could have been more engaging with some additional activities.","Engagement",NA,"2","50.7","1","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","2","97.3","0","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","0","0","1","0","1","0","0","0","0","0","'85201","Mesa","Maricopa County","AZ"
"427","1996","Scientist","1","28.1","2","The program could be more effective with more focus on the participants' learning styles.","Neutral",NA,"3","46.8","-1","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"2","37.1","-1","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"0","1","0","0","1","0","0","1","0","0","'50703","Waterloo","Black Hawk County","IA"
"428","1988","Teacher","1","99.9","0","I found the program helpful, but it could use some tweaks, especially with pacing and content depth.","Positive","Content Depth","3","38.6","-2","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"1","95.5","0","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","1","0","0","1","0","1","0","0","1","0","'75389","Dallas","Dallas County","TX"
"429","1983","Engineer","3","7.1","2","I feel like the program was OK overall, but it needs more depth in certain areas.","Neutral","Content Depth","1","4","1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","2","73.4","-1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"1","0","0","0","1","0","1","0","0","0","'29633","Clemson","Pickens County","SC"
"430","1996","Scientist","1","35.7","2","The program is somewhat helpful, but I think it could be more tailored to individual needs.","Positive",NA,"2","31","-2","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","2","66.1","2","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","1","0","0","1","0","0","0","0","0","'61330","La Moille","Bureau County","IL"
"431","1991","Engineer","1","74.5","2","It was fine overall, but I feel it lacked more interactive elements to make it more engaging.","Engagement","Interactivity","1","17.9","0","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","1","44.4","1","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"0","1","0","1","0","0","0","0","0","1","'33090","Homestead","Miami-Dade County","FL"
"432","1978","Manager","0","45","2","The program was fine, but I didn’t feel it was that engaging. More activities would be helpful.","Positive",NA,"1","68.4","2","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","0","8.6","0","I had an excellent experience. The program was engaging, informative, and provided everything I needed to succeed.","Engagement",NA,"0","1","1","1","1","0","0","0","1","0","'64667","Newtown","Sullivan County","MO"
"433","1985","Scientist","2","77.2","1","The program was fine, but I think it could have benefited from more focus on practical applications.","Neutral",NA,"3","5.6","0","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"2","49","2","I can't think of anything that could have been improved. The program was comprehensive and engaging.","Improvement",NA,"0","0","0","1","0","0","1","0","0","0","'41368","Saint Helens","Lee County","KY"
"434","1990","Teacher","3","40.3","2","The program was fine, but I didn’t feel it was that engaging. More activities would be helpful.","Positive",NA,"2","98.3","1","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"0","12.5","1","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"1","0","1","1","0","0","1","0","0","1","'40108","Brandenburg","Meade County","KY"
"435","1981","Engineer","3","31.6","-1","It was an average program. It could have been more engaging with some additional activities.","Engagement",NA,"1","87","-1","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","3","1.3","2","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"1","0","0","1","0","1","1","1","0","0","'15235","Pittsburgh","Allegheny County","PA"
"436","1990","Engineer","0","95.6","0","The program wasn’t bad, but it could use more structured materials to help guide participants.","Neutral",NA,"0","3.5","-1","It was a great experience overall. The content was engaging, but a bit more depth on certain topics could be helpful.","Positive","Content Depth","1","11.6","-1","I can't think of anything that could have been improved. The program was comprehensive and engaging.","Improvement",NA,"0","0","1","0","0","0","1","0","0","0","'80902","Colorado Springs","El Paso County","CO"
"437","1996","Engineer","3","14.1","1","I found it helpful, but I think it could benefit from more real-world examples and less theory.","Positive","Content Depth","3","44.3","0","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","2","36.1","1","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","1","0","0","0","1","0","1","0","0","'32403","Panama City","Bay County","FL"
"438","1983","Teacher","1","23.3","2","I think the program could have been a lot better with more hands-on exercises and fewer lectures.","Improvement","Interactivity","0","16.5","2","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","0","39.6","0","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","0","0","1","0","0","0","0","0","1","0","'24034","Roanoke","Roanoke City","VA"
"439","1995","Scientist","3","45.7","-1","The content was decent, but it could use more depth. Overall, the program is OK for what it is.","Neutral","Content Depth","1","30.7","-1","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","2","70.2","-2","I had an excellent experience. The program was engaging, informative, and provided everything I needed to succeed.","Engagement",NA,"0","1","0","1","1","0","1","0","0","1","'75603","Longview","Gregg County","TX"
"440","1985","Engineer","1","46.1","-1","I think the program is good, but it could be improved by allowing more time for questions and discussion.","Improvement","Pacing","1","48.5","-1","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","0","48.1","-2","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"1","0","0","0","0","0","0","1","0","0","'23035","Cobbs Creek","Mathews County","VA"
"441","1993","Teacher","3","61.9","-2","I felt the program was OK, but there could have been more individual support.","Neutral",NA,"0","45.9","0","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","2","68","2","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","1","1","0","0","1","0","0","0","'73538","Elgin","Comanche County","OK"
"442","1993","Engineer","1","50.6","0","The program was OK, but I think it could have used more visual aids to help with understanding.","Neutral",NA,"2","48.7","-1","It was a good experience, but a few more examples of how the material applies in real-life situations would be helpful.","Positive","Content Depth","2","80.3","1","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","0","0","1","0","0","1","0","0","0","0","'63433","Ashburn","Pike County","MO"
"443","1988","Artist","2","51.6","0","It’s an OK program. More opportunities for feedback would have been helpful.","Positive","Feedback","0","18.3","-1","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","1","70.6","1","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","1","0","1","1","0","1","0","1","0","0","'58030","Fairmount","Richland County","ND"
"444","1989","Engineer","3","94.1","1","The program was fine, but I didn’t feel fully engaged. More group work could help with that.","Neutral","Interactivity","3","20.7","-1","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"2","98.2","-2","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","0","0","0","0","0","0","0","1","'17265","Upperstrasburg","Franklin County","PA"
"445","1989","Manager","0","4","0","The program was decent, but I would have liked more feedback on my progress.","Neutral","Feedback","1","37.1","1","It was a good experience, but a few more examples of how the material applies in real-life situations would be helpful.","Positive","Content Depth","0","51.5","0","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","1","0","1","0","0","0","0","0","1","'47021","Friendship","Ripley County","IN"
"446","1980","Artist","3","27.3","2","It was OK, but I think the program could have been better with more engagement and fewer lectures.","Improvement","Interactivity","0","73.5","1","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","2","89.2","1","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","1","1","0","0","0","0","1","0","'48089","Warren","Macomb County","MI"
"447","1979","Manager","1","56.2","2","I found the program helpful, but it could use some tweaks, especially with pacing and content depth.","Positive","Content Depth","2","18.4","2","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","2","49.2","1","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","0","0","1","1","0","0","1","0","1","0","'27533","Goldsboro","Wayne County","NC"
"448","1995","Artist","2","47.1","-1","I didn't find the program all that helpful, but it wasn’t bad either. Some more detailed examples could have helped.","Positive","Content Depth","2","34.9","2","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","0","62.1","-2","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"0","0","1","0","0","0","0","0","1","0","'52252","Langworthy","Jones County","IA"
"449","1991","Teacher","3","80.4","-1","It was OK, but I think the program could have been better with more engagement and fewer lectures.","Improvement","Interactivity","3","22.9","-2","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","1","93.5","-2","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"0","0","1","0","1","0","0","1","1","0","'56129","Ellsworth","Nobles County","MN"
"450","1995","Engineer","3","91.5","-2","The material was OK, but the pace was too fast for me to keep up. More time would have been great.","Neutral","Pacing","2","1","-1","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","2","11.9","1","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"0","0","1","1","1","0","0","0","0","0","'50158","Marshalltown","Marshall County","IA"
